No.;Sentimen;Tweet
868;Positif;b'RT @BergetarNusa: @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndo\xe2\x80\xa6'
869;Positif;b'Ikn Majukan Indonesia \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/RAaZBQWBhT'
870;Positif;b'Tiga mandaat Besar IKN Untuk Perekonomian Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/t15omFlMZf'
871;Positif;b'@berita_mineral @Merdekasatu1 @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh.\xe2\x80\xa6 https://t.co/zDlmYaBoXt'
872;Negatif;b'RT @OposisiCerdas: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jfYxmjtgbe'
873;Positif;b'IKN Nusantara Untuk kesejahteraan rakyat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/M9UA2Q8yPT'
874;Positif;b'@Opposih6890bio @BergetarNusa @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek\xe2\x80\xa6 https://t.co/gKwDgBeEs4'
875;Positif;b'IKN dorong ekonomi Indonesia semakin maju\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/9mh4MGfVgA'
876;Positif;b'Semua Sektor terkena dampak Positifpembangunan IKN Nusantara. \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/e0gnaNEQ9l'
877;Positif;b'IKN Nusantara Untuk Indonesia Maju \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/oIIgQvaKI1'
878;Positif;b'Dukung terus IKN Nusantara \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/v7RM3ko43q'
879;Positif;b'RT @FGelael: @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6'
880;Positif;b'Pembangunan IKN nusantara dapat memberikan dampak Positifuntuk Indonesia \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\xe2\x80\xa6 https://t.co/vwhKgnDYo8'
881;Positif;b'RT @Opposih6890bio: @OiCoffe @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejah\xe2\x80\xa6'
882;Positif;b'Mantab Betul Pembangunan IKN Berkonsep Green City \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/G7QSxPx43i'
883;Positif;b'Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/FlcvQIB2ta'
884;Positif;b'IKN Nusantara hidupkan semua sektor masyarakat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4Osi9q6iPk'
885;Positif;b'@maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/2Uz1poCPZB'
886;Positif;b'@FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/o8bA1K6DVH'
887;Positif;b'IKN untuk kesejahteraan rakyat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IiJLaoxthX'
888;Positif;b'RT @plat_mirah: Metaverse di IKN adalah JAGAT NUSANTARA\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPem\xe2\x80\xa6'
889;Positif;b'RT @plat_mirah: Pembangunan IKN berkonsep Green City\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemer\xe2\x80\xa6'
890;Positif;b'Pemindahan IKN akan memberikan banyak dampak Positif. \xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\nAceh\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4ejG4ezHQF'
891;Positif;b'PGI Kukar mendukung penuh pembangunan IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/c3ES7L7gcv'
892;Positif;b'RT @plat_mirah: 200.000 masyarakat akan menghuni IKN pada tahun 2024\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanInd\xe2\x80\xa6'
893;Positif;b'Jokowi Luncurkan Jaga Nusantara, Metaverse di IKN \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/K2gbLCdx3Q'
894;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/V4PgYoNXfp'
895;Positif;b'RT @BergetarNusa: @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataan\xe2\x80\xa6'
896;Positif;b'Pemerintah targetkan IKN dihuni 200ribu org pada 2024\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mAtowe9IlI'
897;Positif;b'RT @maryshelparaiso: Karena membawa banyak manfaat Positif, masyarakat Jawa Timur siap dukung dan Kawal Pemindahan IKN #KotaDuniaUntukSemua\xe2\x80\xa6'
898;Positif;b'Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/hDyX79iuLA'
899;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UaM2sE8JOH'
900;Negatif;b'RT @Usuludin321: Bener juga yah kenapa sih maksain bangun IKN ada apa sebenarnya? https://t.co/KkwkbVkihA'
901;Positif;b'IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/rfukHvzybX'
902;Positif;b'IKN Anakn jadi representasu bangsa yang unggul \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/P69mVU0hFe'
903;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
904;Positif;b'@Maulana9009 Orang Cerdas Dukung Pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ilLV46isFY'
905;Positif;b'Bambang menyebut strategi pengembangan infrastruktur tersebut merupakan salah satu upaya dalam menjawab pertanyaan\xe2\x80\xa6 https://t.co/NenjX5RhHz'
906;Positif;b'Membanggakan IKN kota dengan konsep future smart forest city\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0l4V2Qe1eU'
907;Negatif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
908;Positif;b'@BergetarNusa @maryshelparaiso Mahasiswa Jawa Timur dukung pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/hry58abPOb'
909;Positif;b'@berita_mineral @maryshelparaiso Dukung IKN semoga makin maju, Jawa Timur Dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/vp5nrJapML'
910;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
911;Positif;b'RT @OiCoffe: @FGelael @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung pembangunan I\xe2\x80\xa6'
912;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
913;Positif;b'@HantamanHitam Mendukung Pembangunan IKN Nusantara Menuju Indonesia Menjadi Negara Maju\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/JCUAanNfVC'
914;Positif;b'@NandaShanum @maryshelparaiso IKN adalah solusi utk Indonesia semakin maju. Salam damai dari Jawa Timur\xe2\x80\xa6 https://t.co/xiFkPbJRaJ'
915;Positif;b'IKN berikan banyak dampak Positif\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UCgSzMsX4E'
916;Positif;b'@FGelael @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung pe\xe2\x80\xa6 https://t.co/Zy2DMU1O9w'
917;Positif;b'Bambang memperkirakan populasi IKN akan mencapai 200 ribu penduduk pada tahun 2024 nanti. Menurut Bambang, jumlah t\xe2\x80\xa6 https://t.co/tfrALZPnWx'
918;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gCiflrr7ls'
919;Positif;b'Pemerintah targetkan IKN dihuni 200ribu org pada 2024\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/fFARgLkorP'
920;Positif;b'RT @KathyJo49714916: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
921;Positif;b'Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/r6mXdO8rFy'
922;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/flWNPEoYC6'
923;Positif;b'IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lSPEKBpq8n'
924;Negatif;b'RT @geloraco: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jOiV0N8AKK'
925;Positif;b'RT @KathyJo49714916: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
926;Positif;b'Mantap IKN kota ramah lingkungan berteknologi canggih\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YnEg0Iefjw'
927;Positif;b'@KathyJo49714916 @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN\xe2\x80\xa6 https://t.co/Ef6494PQTt'
928;Positif;b'RT @NandaShanum: @KathyJo49714916 @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN. #JokowiBapakIn\xe2\x80\xa6'
929;Positif;b'RT @KathyJo49714916: @Opposih6890bio @FGelael @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukS\xe2\x80\xa6'
930;Positif;b'Pemerintah mulai menyusun rencana pengembangan infrastruktur bagi penduduk di Ibu Kota Nusantara (IKN). Kepala Otor\xe2\x80\xa6 https://t.co/P2XRizohBs'
931;Positif;b'@maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DGUWlSbQI3'
932;Negatif;b'Resesi di depan mata tapi ngotot bangun IKN. Niknat mana yang kamu dustakan? https://t.co/54Zlrz97K2'
933;Positif;b'@KathyJo49714916 @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN.\xe2\x80\xa6 https://t.co/lfa2mvJZ8V'
934;Positif;b'RT @Opposih6890bio: @OiCoffe @berita_mineral @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #\xe2\x80\xa6'
935;Positif;b'@Opposih6890bio @FGelael @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/SXm8L9gAzv'
936;Negatif;b'@burnoxyz @Dennysiregar7 Anggaran perlindungan sosial di rapbn 2023 nominalnya 479,1 T, naik lebih 11% dr 2022.\n\nK\xe2\x80\xa6 https://t.co/O6xRD6tKdd'
937;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
938;Positif;b'Jokoei luncurkan Jagat Nusantara, metaverse di IKN\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/oXH4a6AkKS'
939;Positif;b'@berita_mineral @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/1e7b86978S'
940;Positif;b'@NaomiSusantiiii Jadi pengen liat IKN cepat jadi \n#DukungIKNNusantara'
941;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
942;Positif;b'RT @NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6'
943;Positif;b'@NandaShanum @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukun\xe2\x80\xa6 https://t.co/UOjrvLzjFI'
944;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
945;Positif;b'RT @KathyJo49714916: @BergetarNusa @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #Ko\xe2\x80\xa6'
946;Positif;b'@maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/xAO48TwXBT'
947;Positif;b'IKN berkonsep ramah lingkungan\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/KWYeBeWF5N'
948;Positif;b'RT @Merdekasatu1: @maryshelparaiso Aku wong Jawa Timur siap mendkung penuh IKN #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #IKNSejahtera\xe2\x80\xa6'
949;Positif;b'@BergetarNusa @maryshelparaiso Warga Jawa Timur mendukung pembangunan IKN sebagai Identitas Nasional\xe2\x80\xa6 https://t.co/67oAtKPDis'
950;Positif;b'@OiCoffe @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/IsVLBlqh9l'
951;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/eY0Fe2WJ3c'
952;Positif;b'Konsep IKN komitmen pemerintah terhadap pembangunan berkelanjutan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/cQhRDKlihA'
953;Positif;b'@Merdekasatu1 @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung IKN\xe2\x80\xa6 https://t.co/hijTaQHoFQ'
954;Positif;b'RT @Opposih6890bio: @FGelael @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
955;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
956;Positif;b'@Opposih6890bio @FGelael @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat, warga Jawa Timur dukung\xe2\x80\xa6 https://t.co/rnNTFkErWg'
957;Positif;b'RT @maryshelparaiso: IKN Berkonsep ramah lingkungan, pasti disana nanti udaranya sangat segar dan sehat. kalau di Jawa Timur seperti kota a\xe2\x80\xa6'
958;Positif;b'RT @FGelael: @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKN\xe2\x80\xa6'
959;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
960;Positif;b'@BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DysNhAweeh'
961;Positif;b'@maryshelparaiso Jawa Timur Dukung IKN Nusantara Untuk Pemerataan Pembangunan #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/TjjDBYpkMh'
962;Positif;b'@OiCoffe @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembanguna\xe2\x80\xa6 https://t.co/r12pFnQ9ZS'
963;Positif;b'@Opposih6890bio @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/v212ptpa9g'
964;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
965;Positif;b'RT @OiCoffe: @maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanE\xe2\x80\xa6'
966;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wQOGCT3vGI'
967;Positif;b'@maryshelparaiso Dukung IKN Nusantara, warga Jawa Timur bangga. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wl3ZZZp52a'
968;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
969;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
970;Positif;b'RT @KathyJo49714916: @berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur, IKN akan membawa Ind\xe2\x80\xa6'
971;Positif;b'@berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur, IKN akan membawa\xe2\x80\xa6 https://t.co/Nr78q3noBZ'
972;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
973;Positif;b'@maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/v43z0uheoS'
974;Positif;b'@FGelael @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN.\xe2\x80\xa6 https://t.co/RzyCHUAQtG'
975;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
976;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
977;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
978;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
979;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
980;Positif;b'IKN Nusantara akan berpengaruh setelah pertemuan di arab kemarin #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/3QAhb2V7Tg'
981;Positif;b'DUkung dan Kawal pembangunan IKN Nusantara! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/MZ8a4HVe8N'
982;Positif;b'IKN NUSANTARA semakin luar biasa\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/VGWkZ2YwhR'
983;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
984;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
985;Positif;b'Kadin terus mengajak pengusaha global untuk melakukan investasi ke IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/Xn8muO1DSr'
986;Positif;b'RT @FGelael: @maryshelparaiso dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur, IKN akan membawa Indonesia semakin\xe2\x80\xa6'
987;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
988;Positif;b'Dari pertemuan di Arab Saudi akan berpeluang banyak masuknya investasi ke IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/JWIDuJ3dGw'
989;Positif;b'IKN Nusantara dengan Konsep Future Smart Forest City! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/aOSXirylE8'
990;Positif;b'@FGelael @maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur\xe2\x80\xa6 https://t.co/XZSM7MrABw'
991;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
992;Positif;b'RT @Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6'
993;Positif;b'IKN Nusantara berpeluang mendapatkan investasi dari berbagai pengusaha global #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/d0oSc6Q2aH'
994;Positif;b'@FGelael @maryshelparaiso Masyarakat Jawa Timur Menyambut baik kehadiran IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/AkKJN39Rex'
995;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
996;Positif;b'Untuk menopang kebutuhan perlu adanya investasi untuk IKN #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif https://t.co/FDGdxryq8K'
997;Positif;b'Jokowi Luncurkan Jagat Nusantara, Metaverse di IKN! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/u1fDZxOZl1'
998;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
999;Positif;b'@Opposih6890bio @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/XbyfGOmXNY'
1000;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1001;Positif;b'mantap, dukung pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SA1yPT6YDB'
1002;Positif;b'IKN kana jadi Representasi Bangsa yang unggul! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/rqGtnm1cHz'
1003;Positif;b'Masuknya berbagai investasi ke IKN akan membantu masa depan ekonomi #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/ReFE6kzsjD'
1004;Positif;b'Pembangunan IKN Berkonsep Green City merupakan bentuk komitmen Pemerintah terhadap pembangunan Berkelanjutan! Papua\xe2\x80\xa6 https://t.co/HTrgyshL38'
1005;Positif;b'pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/AS4Xd5m4md'
1006;Positif;b'pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/NnTmcKoZiL'
1007;Positif;b'RT @inklusif_kolab: Arsjad Rasjid menjelaskan, selain mengajak para pengusaha global untuk datang ke forum G20 dan B20 pada November, dirin\xe2\x80\xa6'
1008;Positif;b'Hadirnya 6.000 delegasi dari dari berbagai negara momentum bagus untuk berinvenstasi di IKN #b20 #arsjadrasjid\xe2\x80\xa6 https://t.co/CZLMiZ9Gc7'
1009;Positif;b'IKN berkonsep ramah lingkungan \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/sZ1S4KhaXf'
1010;Positif;b'Pada kesempatan ini, saya mengajak Dubai Holding untuk menanamkan investasi pada sejumlah sektor di Indonesia. Mula\xe2\x80\xa6 https://t.co/30Plc3VC7y'
